"","DATA_RESPOSTA","EMAIL","VINCULO","CAMPUS","TIPO_DOMICILIO","IDADE_0_9","IDADE_10_39","IDADE_40_59","IDADE_MAIS_59","DOENCA_CRONICA","QUARTOS_DOMICILIO","ESTUDANTES","PROFESSORES","SERVICOS_ESSENCIAIS","INFORMAIS_AUTONOMOS"
"1","26/03/2020 00:45:12","52f2c7178ab4745e5acdbc35ff801d9e","Professor","Januária","Casa",1,2,0,0,0,3,0,2,0,1
"2","26/03/2020 01:21:16","2894c6e6f40a20d7b5d2c52c0e955686","Aluno","Januária","Apartamento",0,1,0,0,0,2,1,0,0,0
"3","26/03/2020 01:24:41","a47ddcc5335d16c6cfaf8b3d8b47ae1e","Aluno","Januária","Casa",3,2,1,0,1,3,2,0,0,0
"4","26/03/2020 01:27:01","3ae2382f971ceaec3e366ad191f750ef","Professor","Januária","Casa",0,2,2,0,2,4,2,2,0,0
"5","26/03/2020 02:04:27","c49fa21114dff41c5da61ec548890c38","Aluno","Januária","Casa",0,4,0,0,0,3,3,1,0,1
"6","26/03/2020 02:42:10","b8961a56730f37fcc3d4fd409b3e56de","Professor","Januária","Casa",0,2,2,0,0,4,2,1,0,1
"7","26/03/2020 02:51:23","b4c11d782f70e1a06ec946a68d14cc35","Aluno","Januária","Casa",0,2,1,0,0,3,2,0,0,0
"8","26/03/2020 06:05:56","d66548697da8f626f605d0858cc52901","Tecnico administrativo","Januária","Casa",0,2,2,0,2,2,3,1,0,0
"9","26/03/2020 07:03:08","bb49d9e6cd8ac1f510e352692288f85d","Aluno","Januária","Casa",1,4,0,0,0,2,4,0,0,1
"12","26/03/2020 07:27:08","43c5d1a3957d0bc3ab8ec3daa1c94a37","Aluno","Januária","Casa",0,2,0,0,0,2,2,0,0,0
"13","26/03/2020 07:46:50","94d954c403bbc7d7b7bb1d29e539940a","Aluno","Januária","Casa",0,3,2,0,0,3,3,0,0,2
"14","26/03/2020 08:04:45","db1bd46aac43043752f047ec66e50b34","Aluno","Januária","República",0,6,0,0,2,3,3,0,1,2
"17","26/03/2020 08:35:32","dc91fdcb2bcadbdc7fccfab5345e65e8","Tecnico administrativo","Januária","Casa",2,3,0,0,0,3,4,0,0,0
"18","26/03/2020 08:52:20","5684d7a799e157a3a74bd816bc37fc22","Aluno","Januária","República",3,0,0,0,1,3,3,0,0,1
"21","26/03/2020 09:28:47","d1ad9ff30cb807d4bbb1fe1bc39c95d3","Professor","Januária","Casa",2,2,0,0,0,4,2,1,1,0
"22","26/03/2020 09:29:45","7f07e557bdc1e4c1171170f78e8915c7","Aluno","Januária","Casa",0,4,2,0,6,3,3,1,0,0
"23","26/03/2020 09:33:08","a4c0f594980f8fd1f855f81e62866621","Aluno","Januária","Casa",0,4,0,0,1,3,3,0,0,0
"24","26/03/2020 09:35:03","6f45c232b64b04093ed21fb4daa560fb","Professor","Januária","Casa",1,2,0,0,0,3,0,2,0,0
"26","26/03/2020 09:37:40","e21ec2bd5539c18b190d22eb20099756","Aluno","Januária","Casa",0,4,0,0,0,2,2,0,0,1
"30","26/03/2020 09:40:21","bc3604056a4853bdb7d500747c74ddf4","Aluno","Januária","Casa",0,2,2,1,3,4,2,0,0,1
"31","26/03/2020 09:40:27","98d827fd7b7b62decbbab1071c3a99f3","Aluno","Januária","Casa",5,3,1,0,1,4,3,0,2,0
"32","26/03/2020 09:43:04","9d169f9d6deda074bc973f1c49dd6221","Aluno","Januária","Casa",0,4,2,0,0,3,1,0,0,2
"34","26/03/2020 09:44:42","73e78531d1ead0c7746c75007ec07583","Professor","Januária","Casa",0,2,0,0,1,2,2,1,1,0
"35","26/03/2020 09:46:07","ea0b2c137b945123367eb1da6999263a","Professor","Teófilo Otoni","Casa",0,2,0,2,0,3,1,1,0,0
"36","26/03/2020 09:46:49","6fa8afc6437a435a5414940b18abd889","Aluno","Januária","Casa",6,1,4,1,1,3,1,0,1,1
"37","26/03/2020 09:47:00","360f359c9de0d75288d2978359616a5a","Aluno","Januária","Casa",0,2,2,0,0,3,2,1,1,0
"39","26/03/2020 09:47:18","7923ca4d5fee5f471bd396006d821394","Aluno","Januária","Casa",0,1,2,2,4,5,1,0,0,0
"42","26/03/2020 09:49:44","93717ad90df0627e7c5de671e3724e8e","Aluno","Januária","Casa",0,1,2,0,1,2,1,1,0,1
"43","26/03/2020 09:50:10","93b1b4a9471f2945fdc0a6786e9f99aa","Aluno","Januária","Casa",0,1,2,0,1,4,1,0,2,0
"44","26/03/2020 09:50:59","1d497de821bc739c06bcd63f08d27cb0","Aluno","Januária","Casa",1,2,1,0,0,2,2,0,0,1
"45","26/03/2020 09:51:23","8b69632f9aa46a58fa0edec1239c4aff","Aluno","Januária","Casa",0,2,2,0,2,3,3,0,0,0
"46","26/03/2020 09:52:37","8d221da83c04292e37d3923e5440bb10","Aluno","Januária","Casa",1,2,1,0,0,3,2,0,2,0
"47","26/03/2020 09:54:21","4ed718a489ba9de6273190fe34e1f705","Professor","Januária","Casa",0,2,0,0,0,2,0,1,0,0
"50","26/03/2020 09:55:16","105b7908b865683202050f8dbb700b6b","Aluno","Teófilo Otoni","Casa",0,3,2,2,3,4,3,1,1,1
"51","26/03/2020 09:56:31","e4df96c9c4e6a672a64b231350a746d2","Aluno","Januária","Casa",0,3,1,1,1,4,3,0,0,2
"52","26/03/2020 09:56:41","b8cbad50815b6e4c7517cff7ef187c57","Professor","Januária","Casa",1,3,1,0,1,3,3,1,1,0
"54","26/03/2020 09:57:42","f2250fa04546c9bfb19084a532bf55ae","Aluno","Januária","Casa",0,1,2,0,0,3,1,0,1,1
"55","26/03/2020 09:57:59","6fafe812e18eff9f2821b1954b6875b2","Professor","Januária","Casa",0,1,1,0,0,2,0,1,0,1
"56","26/03/2020 09:58:20","2f04763ec2e4249f4cf4caaf9f0ecbbd","Aluno","Januária","Casa",0,3,1,1,1,3,2,0,0,2
"57","26/03/2020 09:58:23","7cbc90be092b83dcc9b4cb919d0e7864","Aluno","Januária","Casa",0,4,1,1,1,3,1,0,3,1
"58","26/03/2020 09:59:17","1deb3f883a275df04a2c1dffbb6e0ff5","Aluno","Januária","República",0,3,0,0,0,2,3,0,0,0
"59","26/03/2020 09:59:48","ff0c8cde984f6eb0431caaa4a6633a67","Professor","Teófilo Otoni","Casa",1,2,0,0,0,4,1,1,1,0
"60","26/03/2020 10:00:36","2f1eeec74d955e6cd8480a546b97b6b5","Professor","Diamantina","Apartamento",0,2,0,0,0,3,2,1,0,0
"61","26/03/2020 10:01:32","a1afe058150693931b5ceaa59c99911f","Professor","Januária","Casa",0,1,0,0,1,2,0,1,0,0
"62","26/03/2020 10:02:04","4090bb250afb04c9af866843a93a917c","Aluno","Januária","Alojamento",0,96,0,0,0,12,96,0,0,0
"63","26/03/2020 10:02:24","d882fe7d6e22509cc796954e4e84818a","Aluno","Teófilo Otoni","Casa",0,2,1,0,1,3,1,1,0,0
"64","26/03/2020 10:02:27","81a8637df822bb48de0af58f3e2e00f1","Aluno","Teófilo Otoni","Apartamento",0,2,0,0,0,2,2,0,0,0
"65","26/03/2020 10:03:13","8d724e2312bbbd3d3de84191060569d1","Aluno","Januária","Casa",0,4,2,0,1,3,2,0,0,0
"66","26/03/2020 10:03:25","667d8dc1c98aa96ab943b29e636665f3","Aluno","Teófilo Otoni","Casa",1,3,0,0,0,3,3,0,0,0
"68","26/03/2020 10:05:34","a4d963ec53b6d582c49b2f7b458bdfde","Aluno","Januária","Casa",1,4,0,1,1,3,3,1,0,0
"69","26/03/2020 10:05:34","eb4b1f516101b33296030e5813e123ca","Aluno","Januária","Casa",0,0,51,0,0,3,0,0,0,3
"70","26/03/2020 10:06:42","1ba1badbb0665b9058f4e988cdb51212","Aluno","Januária","Casa",0,2,2,0,0,3,2,0,0,1
"71","26/03/2020 10:06:42","6c71c0131c699f5dddc3aa1682dfdb37","Aluno","Januária","Casa",3,3,1,0,0,4,4,0,3,0
"72","26/03/2020 10:07:17","6c71c0131c699f5dddc3aa1682dfdb37","Aluno","Januária","Casa",3,3,1,0,0,4,4,0,3,0
"73","26/03/2020 10:07:17","55b388d005b9b2caa61d4d77286d3fea","Aluno","Teófilo Otoni","Casa",1,2,1,0,0,3,3,0,0,0
"74","26/03/2020 10:07:21","2b03269517e84143661d0c3e170fe9c4","Aluno","Januária","Casa",0,1,2,0,0,5,1,0,0,0
"75","26/03/2020 10:07:47","c1ced7404be05bd8eff188a2fbe89648","Aluno","Januária","Casa",0,3,2,0,0,2,3,0,0,0
"76","26/03/2020 10:08:23","a993b1945991e5769c033b706329e2cd","Professor","Januária","Apartamento",0,1,0,0,0,2,0,1,0,0
"77","26/03/2020 10:10:47","c68b09ae70052658c5e73dcbc025a59e","Professor","Januária","Casa",1,0,1,0,0,3,1,1,0,0
"79","26/03/2020 10:11:36","95c4846e2ef0a77d38204fe667258eaa","Aluno","Januária","Alojamento, Casa",0,3,2,0,1,4,3,0,0,0
"81","26/03/2020 10:12:46","0ce0f1b3d5e5e1dff0348087e2d69ca8","Aluno","Januária","Casa",1,3,1,0,0,2,3,0,0,1
"82","26/03/2020 10:14:23","deeca5f0d7cec871e08b2622426a65f7","Aluno","Januária","Casa",0,1,2,0,0,10,1,1,0,1
"83","26/03/2020 10:15:20","613f342dce341e716e3bdafe8c70b60a","Aluno","Januária","Apartamento",0,1,0,0,0,4,5,0,0,0
"84","26/03/2020 10:17:11","359e03b9545368de5d7ef0722fe0e182","Aluno","Januária","Casa",0,3,1,0,0,3,3,0,0,1
"86","26/03/2020 10:21:07","18d410dd680b2ae57c040dcc3c811481","Aluno","Januária","República",0,4,0,0,1,2,4,0,0,0
"87","26/03/2020 10:22:33","123f55c55c1801372baa0a0416de4ed1","Aluno","Januária","Casa",0,2,1,1,0,3,1,0,2,0
"89","26/03/2020 10:24:30","5b99ea9cd56cb5fdff750ac2881385e9","Aluno","Teófilo Otoni","Casa",0,3,1,0,0,2,3,1,1,0
"90","26/03/2020 10:26:21","f3ce9a68dccbbafe529ec6a967ea5649","Aluno","Teófilo Otoni","Casa",0,1,1,0,0,2,1,0,0,1
"91","26/03/2020 10:26:35","f3cebf22d6f6aad27936eed2ef3f929f","Aluno","Teófilo Otoni","Casa",0,2,2,1,3,3,2,1,0,2
"92","26/03/2020 10:27:05","303b0ff39209ae2ea27a95b28c54c04c","Aluno","Januária","Casa",0,3,0,0,1,2,1,0,1,2
"94","26/03/2020 10:27:40","16ee7aa488683564d6d3b0b888c4653d","Professor","Arinos","Casa",2,3,0,2,2,4,3,1,1,3
"95","26/03/2020 10:28:01","dc035a960e9ab55215c8def24d2b7343","Aluno","Januária","Apartamento",0,3,0,0,0,2,3,0,0,0
"96","26/03/2020 10:29:04","a83fca1bee09dcaf98e8cc8347ba7827","Aluno","Januária","Casa",0,2,1,0,1,2,2,0,0,0
"97","26/03/2020 10:29:07","3db1b364de2c1697b8ccc8fd6d7b0d57","Professor","Januária","Apartamento",0,0,1,0,0,3,0,10,0,0
"98","26/03/2020 10:29:49","c442b09f46d9ea6151c02bad8cd82669","Aluno","Januária","Casa",0,3,1,0,0,2,3,0,0,0
"99","26/03/2020 10:30:02","bf0a075d3359b71f7b62155905e13c14","Aluno","Januária","Casa",2,0,0,0,0,3,2,0,0,1
"100","26/03/2020 10:30:27","7157665074e22889daf6b678e2d09c1b","Aluno","Januária","Alojamento",0,108,0,0,0,12,108,0,0,0
"101","26/03/2020 10:31:04","6d7e74857a22dfedcc65baf7b4a9b361","Aluno","Januária","Casa",0,2,2,0,3,3,2,0,0,1
"102","26/03/2020 10:31:19","6d7e74857a22dfedcc65baf7b4a9b361","Aluno","Januária","Casa",0,2,2,0,3,3,2,0,0,1
"103","26/03/2020 10:32:45","ff087db783cba180a55c24ced872186d","Aluno","Januária","Casa",0,2,2,0,1,2,2,1,0,1
"104","26/03/2020 10:34:32","36c3644a95c377a5b12951960681a856","Professor","Januária","Casa",1,2,0,1,1,4,1,1,0,0
"105","26/03/2020 10:34:40","188d79deada6ed52a532542e4985b44c","Aluno","Januária","Casa",2,1,2,0,2,2,1,0,0,1
"107","26/03/2020 10:36:56","5d021d7a4bdb689526c8143a13a81291","Professor","Januária","Casa",0,1,1,1,2,4,1,2,0,0
"108","26/03/2020 10:39:13","ae0b9aab771bfb8269d8adffcf701d69","Aluno","Januária","Casa",0,5,1,0,1,4,4,0,0,0
"109","26/03/2020 10:39:45","546c13714ae2770f01ccca1bae385030","Aluno","Januária","Casa",0,2,1,1,2,4,3,1,0,1
"110","26/03/2020 10:41:40","f8a6fbc839e1243a698b4ce6d98ba8a3","Aluno","Januária","Casa",0,1,1,0,0,2,1,0,0,1
"111","26/03/2020 10:41:51","d18dfdacf38a9ad1d2fcbdfe5573b6f0","Aluno","Januária","Casa",1,3,1,0,0,3,2,0,2,0
"112","26/03/2020 10:42:03","57371162cc6dfce4471e2d283df50034","Aluno","Januária","Casa",1,2,0,1,0,5,2,0,0,3
"113","26/03/2020 10:42:16","2d26f7cce6980ed65446e7fbddc27477","Aluno","Januária","Casa",1,2,0,1,0,3,4,0,0,0
"114","26/03/2020 10:42:28","2d26f7cce6980ed65446e7fbddc27477","Aluno","Januária","Casa",1,2,0,1,0,3,4,0,0,0
"115","26/03/2020 10:42:35","a1d9febe958908f39d4fa57494a80d68","Aluno","Januária","Casa",0,1,2,0,1,3,1,1,0,1
"116","26/03/2020 10:44:50","3d9df2ffc36cc1b02e1a9de499a04417","Aluno","Januária","Casa",0,2,0,2,2,4,1,0,0,1
"117","26/03/2020 10:49:20","f626f98a49dec431356b54869245e1bf","Aluno","Januária","Casa",1,0,1,0,0,2,1,0,0,1
"118","26/03/2020 10:50:43","86df509d65e57af0de78f63e4ddc8bd4","Aluno","Januária","Casa",0,0,1,2,2,3,1,0,0,0
"119","26/03/2020 10:51:28","1c93b9cc48b93a7bf2e10033fd3c67c1","Aluno","Januária","Casa",0,4,0,0,0,2,3,0,0,1
"120","26/03/2020 10:53:15","7461514fd217a149bbf5db88c5735caf","Aluno","Januária","Casa",0,1,1,0,1,3,2,1,1,1
"121","26/03/2020 10:54:30","210fd28809feaa35f15538b9cf140b54","Aluno","Teófilo Otoni","Casa",0,1,1,0,0,3,1,0,1,0
"122","26/03/2020 10:57:17","919512fd2b5f9550679bcc1f5a74b48b","Aluno","Januária","Casa",1,3,0,0,0,2,2,0,1,2
"123","26/03/2020 10:58:17","1c972510f47b7c8f488d01ff5785da06","Aluno","Januária","Casa",1,2,0,0,0,2,1,1,0,0
"125","26/03/2020 11:00:21","98f206d3903299a292c2a9572c0687ad","Aluno","Januária","Casa",0,2,2,0,0,2,2,1,1,0
"127","26/03/2020 11:02:55","3f1c9ede741fcdc89dfa1d73729c7e79","Aluno","Januária","República",0,7,0,0,0,7,7,0,0,0
"128","26/03/2020 11:03:28","07a25bec396f7de993370670e01f5f6b","Aluno","Januária","Casa",0,2,1,1,1,3,2,0,0,0
"129","26/03/2020 11:03:53","68e13bbba5e454f19a12544430571fc3","Aluno","Januária","Casa",0,4,0,1,1,4,2,0,0,1
"130","26/03/2020 11:04:45","a713b708a1f9e447e65f3be4f4fdc955","Aluno","Januária","Casa",1,1,0,0,0,2,3,1,0,0
"131","26/03/2020 11:04:48","06be51a41d164085a8c69afccb00f48a","Aluno","Januária","Casa",1,2,1,0,0,2,2,0,2,1
"132","26/03/2020 11:05:05","a713b708a1f9e447e65f3be4f4fdc955","Aluno","Januária","Casa",1,1,0,0,0,2,3,1,0,0
"133","26/03/2020 11:05:10","7d79a51b999528c3f3e0dc653510f773","Aluno","Januária","Casa",0,2,2,0,1,2,1,0,1,0
"134","26/03/2020 11:08:37","21e361bad28374262f555e32e355af63","Aluno","Januária","Casa",1,3,2,0,0,3,1,0,0,0
"135","26/03/2020 11:08:49","fea0497db65489cdd503487c51fca479","Aluno","Januária","Casa",0,0,1,2,2,3,1,0,0,0
"136","26/03/2020 11:09:25","15232f395238dc37c308281797fa4faa","Aluno","Januária","Casa",0,3,2,0,0,2,3,0,0,0
"137","26/03/2020 11:10:52","75b5b95687d9c7a220e204081566f75e","Aluno","Januária","República",1,3,0,0,0,2,3,0,0,0
"138","26/03/2020 11:10:54","75b5b95687d9c7a220e204081566f75e","Aluno","Januária","República",1,3,0,0,0,2,3,0,0,0
"139","26/03/2020 11:12:30","f84d3105ecbb5a8d8ef5d05fef92f996","Aluno","Januária","Apartamento",0,2,2,0,0,4,2,0,0,0
"140","26/03/2020 11:13:04","3f0bdfc88e945e4705c27bc6a65bf40d","Professor","Januária","Casa",0,2,1,0,0,3,2,1,0,0
"141","26/03/2020 11:13:19","cb0ed58f8cec5db6f41095cac0a491b6","Aluno","Januária","Apartamento",0,16,0,0,0,3,4,0,0,0
"142","26/03/2020 11:13:57","4d0bcfc97c2650c2eb02b166fea091b3","Aluno","Januária","Apartamento",0,1,0,0,0,2,0,0,0,0
"143","26/03/2020 11:16:22","622943cc48c59908e17295dadafbdee7","Aluno","Januária","Casa",1,1,1,1,1,3,1,0,0,0
"144","26/03/2020 11:16:53","396769c724817b49c6412a6e76327c9e","Aluno","Januária","Pensionato",0,15,0,0,0,16,13,1,2,0
"145","26/03/2020 11:17:22","84a053387fa52324cd574e22e978feaa","Aluno","Januária","República",0,5,0,0,0,3,3,0,1,0
"146","26/03/2020 11:23:52","d50eeed2d6a7d0acd1f79eb6ddfdeb3b","Aluno","Januária","Alojamento",0,104,0,0,0,12,104,0,0,0
"147","26/03/2020 11:24:14","dec2daf32bf85980c0fcb7344557878f","Aluno","Januária","Casa",0,2,2,0,2,4,2,1,0,1
"148","26/03/2020 11:24:45","cb22905829d6c502e7d2594c051caa83","Aluno","Januária","Casa",0,2,2,0,0,3,2,0,0,1
"149","26/03/2020 11:26:57","5b87eba146780968be49a51b60228c9c","Aluno","Januária","Casa",0,2,2,0,0,3,2,0,0,2
"150","26/03/2020 11:27:01","e089994a124416c85f4f4652245bdb4c","Aluno","Januária","Casa",0,1,2,1,1,3,1,0,1,0
"151","26/03/2020 11:28:46","3a4cdb8660e9b3c42b424dd3bb7ab4a8","Aluno","Januária","Casa",0,2,2,0,0,5,2,1,0,0
"152","26/03/2020 11:28:53","69aada0cca5219c2976f3da1d4511d4f","Aluno","Januária","Casa",0,1,2,0,0,2,1,0,2,0
"153","26/03/2020 11:31:21","3686bec73cc520beede1eaa4cacdbccf","Aluno","Januária","Casa",1,2,0,0,0,4,2,0,0,2
"154","26/03/2020 11:29:14","cfc9f201f21fb5a458803891a5ae74d6","Aluno","Januária","Casa",0,2,0,1,0,2,2,0,0,1
"155","26/03/2020 11:35:58","c34e2ee8ecab3b65d215d2759b38cbed","Aluno","Januária","Casa",0,3,1,1,0,4,1,0,0,0
"156","26/03/2020 11:38:33","444f5da3e893c39217f0202ed4fdfb3a","Aluno","Januária","Casa",1,3,1,0,1,3,3,1,1,0
"157","26/03/2020 11:39:40","22afe00214a3b7e5bef24afe6ac6a05b","Aluno","Januária","Casa",0,2,2,0,0,3,2,1,0,1
"158","26/03/2020 11:39:51","b472fe6d1da5f2c830902f1e1377b389","Aluno","Januária","Casa",0,3,3,2,1,5,2,0,0,0
"160","26/03/2020 11:40:04","d56c63c98534cdf6bd092069d0fe0f2d","Aluno","Januária","Casa",2,2,0,1,1,3,3,0,1,1
"161","26/03/2020 11:44:40","8f4e40cdff6ace1b811d776692df9eeb","Aluno","Januária","Apartamento",0,1,2,2,2,4,1,0,0,1
"162","26/03/2020 11:40:58","2d9e4fdd9fe0878841e0157bff6eb512","Aluno","Januária","Casa",0,5,2,0,2,3,2,0,3,0
"163","26/03/2020 11:44:18","7a2d68501e6591fb49c5588b94ff9f2d","Aluno","Januária","Casa",1,2,3,0,1,2,2,1,0,0
"164","26/03/2020 11:45:00","0030ed40a5675e67bb89d9bed778c856","Aluno","Januária","Casa",1,5,2,0,1,8,2,0,4,0
"165","26/03/2020 11:49:06","6f1b039eedb22385fb2a167f9d540f9a","Aluno","Januária","Casa",0,6,0,0,1,5,6,0,0,0
"166","26/03/2020 11:45:43","4deb3f398a0c256578a2f460177b493d","Aluno","Januária","Casa",0,2,2,0,0,4,1,0,0,3
"168","26/03/2020 11:48:54","3d315afd971ab7ff12cb2c4369c9cc16","Aluno","Januária","Casa",1,2,0,2,3,3,2,1,1,0
"169","26/03/2020 11:50:50","ce8bd102bfc4879d7a06979b866242e5","Aluno","Januária","Casa",2,2,1,0,2,2,3,0,0,0
"170","26/03/2020 11:56:37","95d9ba2fbc0ea5e50cc7447c9f6d48cc","Aluno","Januária","Apartamento",0,3,0,0,0,1,3,0,0,0
"171","26/03/2020 11:53:26","5a447d27bdf2a2d6c2b7f33e7851e9a0","Aluno","Januária","Casa",0,1,2,0,0,3,1,0,0,2
"172","26/03/2020 11:53:29","d0039f2f8313ce688912cc486ae288a7","Aluno","Januária","Casa",2,2,0,1,3,3,3,0,0,0
"173","26/03/2020 11:54:11","80c2c2b0815b3fabf3d7fc558dc80f14","Aluno","Januária","Pensionato",0,8,0,0,0,1,8,0,0,0
"174","26/03/2020 12:01:27","cbc73c6b6ab6c6cf8186d18b7ef62510","Aluno","Januária","Casa",4,2,2,0,2,2,2,0,1,0
"176","26/03/2020 12:00:35","e97727703e521b19e04967b01b9461e8","Aluno","Teófilo Otoni","Casa",0,1,1,0,0,2,1,1,0,0
"177","26/03/2020 12:00:37","0257b32b07225173a0f01f681c6cc091","Professor","Salinas","Apartamento",0,3,1,0,1,3,3,1,0,0
"179","26/03/2020 12:03:06","c4a3a549524954aabe300bab9bdbecd4","Aluno","Teófilo Otoni","Casa",0,2,2,0,1,1,2,1,0,1
"180","26/03/2020 12:04:01","92bc33f666c485df4bad2d3d63db9732","Aluno","Januária","Casa",0,4,2,0,0,3,2,0,0,0
"181","26/03/2020 12:06:22","8d73aa15cd0a5f2dfe6c4cab8a997d03","Aluno","Januária","Casa",0,1,0,2,1,2,1,0,0,0
"182","26/03/2020 12:06:07","0c85dbd62658529d26c51981f79e99d9","Aluno","Januária","Casa",0,2,2,2,1,2,1,0,0,4
"183","26/03/2020 12:06:17","a5dd2d9ed808f8bb3737c95805fae26e","Aluno","Januária","Casa",0,2,2,1,2,3,3,0,0,0
"184","26/03/2020 12:06:54","4311e0f24a3e2a1b244ca1d3c4c81ad5","Aluno","Januária","Casa",0,4,0,0,0,3,3,0,0,0
"185","26/03/2020 12:08:37","6e17606ecd6bfe876eb570094ab18c0f","Aluno","Teófilo Otoni","Casa",0,2,0,2,1,3,1,0,1,0
