"","DATA_RESPOSTA","EMAIL","VINCULO","CAMPUS","TIPO_DOMICILIO","IDADE_0_9","IDADE_10_39","IDADE_40_59","IDADE_MAIS_59","DOENCA_CRONICA","QUARTOS_DOMICILIO","ESTUDANTES","PROFESSORES","SERVICOS_ESSENCIAIS","INFORMAIS_AUTONOMOS"
"743","27/03/2020 09:24:02","50ab5e5e5cdfc8e519ce56f0fb34b2f8","Aluno","Januária","Pensionato",0,20,0,0,0,20,20,0,5,0
"744","27/03/2020 09:25:57","48b6164c054425b3f5bc85500eb6dc6b","Professor","Diamantina","Casa",0,2,0,0,0,4,1,1,0,0
"745","27/03/2020 09:29:39","ab185b30cd7422da8bf0140ef5d8d465","Tecnico administrativo","Diamantina","Apartamento",0,2,0,0,0,3,1,0,0,0
"746","27/03/2020 09:35:53","8fbd2a846282713488090a09d752230f","Aluno","Porteirinha","Casa",1,1,2,0,0,3,2,3,1,1
"747","27/03/2020 09:37:36","734930a8ddd15c6dee7c3ab509ffe52b","Professor","Januária","Casa",1,1,1,0,0,5,0,1,0,1
"748","27/03/2020 09:45:00","622dd65ccf867ca87b89f0dd0b3f04c4","Aluno","Januária","Casa",0,0,0,0,0,2,2,0,0,0
"749","27/03/2020 09:47:48","563418954a7c551692adfb4d57ef9ca1","Aluno","Porteirinha","Apartamento",1,1,2,0,0,3,2,0,0,1
"750","27/03/2020 09:55:51","248b178591e2d7ec60eec5a8769a7861","Aluno","Porteirinha","Casa",1,2,1,2,2,4,4,0,1,0
"751","27/03/2020 09:58:43","f0a881f0651b399f697108fc82ff27e1","Aluno","Porteirinha","Casa",1,2,1,2,2,4,4,0,1,0
"752","27/03/2020 10:00:32","afea1eedde5426af593cf47d6fc423c0","Aluno","Montes Claros","Casa",0,3,1,1,2,3,2,1,1,0
"753","27/03/2020 10:07:14","1dc93e563beaf1621f03a6ad2be9b695","Tecnico administrativo","Diamantina","Apartamento",0,1,1,0,0,2,1,0,0,0
"754","27/03/2020 10:18:34","bd7504dfcd6d0a2b8540acec07d609a2","Aluno","Teófilo Otoni","Apartamento",0,3,0,0,0,4,1,0,2,0
"755","27/03/2020 10:22:06","fc0250542726a99c117c93f35718c5b9","Aluno","Januária","Casa",0,1,1,0,0,2,1,0,0,0
"756","27/03/2020 10:22:26","7ec34e763f3b001bea9bf275749428a1","Aluno","Januária","Casa",0,3,1,0,0,2,2,0,1,1
"757","27/03/2020 10:24:42","3ddb277a5eb1da31a0cb18c3dcbbff22","Aluno","Januária","Apartamento",0,2,0,0,0,3,1,0,0,0
"758","27/03/2020 10:41:58","ead57ae212e57d5574b3266f76a901ef","Aluno","Araçuaí","Casa",1,3,1,2,4,4,2,0,1,1
"759","27/03/2020 10:49:15","b4c93b44ff49eb7f7fb9805935b5b067","Aluno","Araçuaí","Casa",1,1,2,0,0,2,1,0,0,1
"760","27/03/2020 10:52:57","f753097c8424b0c824c8ddff70d14906","Aluno","Januária","Casa",1,4,1,0,0,2,4,0,1,0
"761","27/03/2020 10:56:04","0e4fbb02f87edb7dab074ca261514660","Aluno","Porteirinha","Casa",0,0,1,0,1,2,1,0,0,1
"762","27/03/2020 10:56:29","35166c3f3a51b52066f8688c87845c02","Aluno","Montes Claros","Apartamento",0,3,1,0,3,2,3,0,1,1
"763","27/03/2020 10:57:47","611e6b1d06a7a5d84c1bf0ba0d6b2c03","Aluno","Januária","Apartamento",0,1,0,0,0,2,1,0,0,0
"764","27/03/2020 10:58:58","6de6fabf9e10f675c7bed521e6948e21","Aluno","Januária","República",0,4,0,0,0,3,4,0,0,0
"765","27/03/2020 11:08:50","08d55c43643fe064ec1e2d179a92f753","Aluno","Januária","Casa",8,4,1,0,0,2,4,0,1,0
"766","27/03/2020 11:50:43","c6eb9163a0333acee3dea1c771f62c3c","Aluno","Januária","Casa",4,2,0,0,0,3,1,1,0,0
"768","27/03/2020 12:08:18","0aa9447e36e4432c67e3c5469c2754f0","Aluno","Araçuaí","Casa",2,2,0,0,0,2,2,0,1,0
"769","27/03/2020 12:31:13","ba530092ad4e6854a8b504c0505d1032","Aluno","Montes Claros","Casa",0,2,0,0,0,1,2,0,0,0
"770","27/03/2020 12:09:57","e41a4df603e3ed9fe6a87a05f45beca7","Aluno","Januária","Casa",0,1,2,0,0,3,1,0,1,0
"771","27/03/2020 12:37:08","a46fc5a5e9d7086ca40862b530359f4e","Aluno","Araçuaí","Casa",0,3,2,0,1,3,2,0,0,1
"772","27/03/2020 12:36:26","7d614ab15086d8c9205d1a125c13c928","Aluno","Januária","Casa",1,3,0,0,0,4,2,2,0,0
"774","27/03/2020 12:41:40","c8df518d6de2ffd0719f63fb724ac3bd","Aluno","Januária","Casa",0,1,0,1,1,2,1,0,0,1
"775","27/03/2020 13:15:26","9a87258a45ecbd60a5f331e13d743905","Aluno","Januária","Casa",0,2,0,0,1,3,1,0,0,2
"776","27/03/2020 13:26:42","428f2758e090fda1e0bdfdb4f7b45fdd","Aluno","Januária","Alojamento",0,1,0,0,0,1,1,0,1,1
"777","27/03/2020 13:56:21","f74fcdae88f6f602cdf92a40bf5fce2b","Aluno","Montes Claros","Casa",0,2,2,0,0,3,2,0,0,1
"778","27/03/2020 14:10:50","8fc6b101e85ee7f97a3306b505e79b0c","Aluno","Januária","Apartamento",0,1,1,2,1,4,2,1,1,1
"779","27/03/2020 14:22:59","088706dd3d335bca53c1c152b1ae2f6c","Aluno","Januária","Casa",0,2,0,1,1,2,2,0,0,1
"781","27/03/2020 14:53:48","a9292f301aed1cff59bc1a3e8ae4c549","Aluno","Januária","República",0,3,0,0,0,3,3,0,0,0
"782","27/03/2020 14:56:05","a35f57bf7431ebaf6fba752cdd7cc211","Aluno","Januária","Casa",0,5,1,1,0,3,3,0,3,2
"783","27/03/2020 15:00:22","aea98d2f3185458a270bb6aebe9a5770","Aluno","Montes Claros","Casa",0,3,2,0,2,3,3,2,0,0
"784","27/03/2020 15:02:20","d624ea3af0d012f29353e338703c033a","Aluno","Januária","Casa",0,1,1,0,1,3,1,0,0,0
"786","27/03/2020 18:31:11","deb7840c3267ac396ff9360cb9582f52","Aluno","Januária","Casa",0,2,0,0,0,4,2,0,0,1
"787","27/03/2020 18:41:28","f9f01dc6bb32adb5458a9dac7de034d2","Aluno","Montes Claros","Casa",0,1,2,0,2,2,1,0,0,1
"788","27/03/2020 19:43:29","9217922849c32e87042c0e4dfcbd57e8","Aluno","Montes Claros","Apartamento",0,1,1,0,1,2,1,1,0,0
"789","27/03/2020 19:58:22","7a4ad3434de06bcae7777fbab1909cc0","Aluno","Montes Claros","Apartamento",0,3,0,0,0,3,3,0,0,0
"790","27/03/2020 20:02:57","dc60737245b8d2ba398e26c29de7230d","Aluno","Montes Claros","Casa",0,2,0,2,1,4,1,0,1,0
"791","27/03/2020 20:05:27","a88b3d3991e0199df634300cbc7aca8c","Aluno","Montes Claros","Casa",0,3,1,1,0,4,3,1,1,1
"792","27/03/2020 20:40:24","05688918ef4fe577117f4433abe24758","Aluno","Salinas","Casa",0,3,0,0,0,2,2,0,0,1
"793","27/03/2020 21:35:52","cf8f0f8c72bf2a2f20cf05151dec9d9f","Aluno","Teófilo Otoni","Casa",0,3,1,0,0,2,3,0,1,0
"794","27/03/2020 21:36:37","e82f23438c456ea11a03db773d2b54bb","Aluno","Montes Claros","Casa",0,1,2,0,2,2,1,0,0,0
"796","28/03/2020 03:16:03","fd8e4103a4e419917af10377645049e6","Professor","Januária","Casa",0,2,0,2,1,4,1,1,0,0
"797","28/03/2020 10:11:55","5a1a8b5a56749039e28fb6e378a48b98","Aluno","Montes Claros","Pensionato",0,7,0,0,1,7,7,0,0,0
"798","28/03/2020 12:11:56","95fc578c151e6649f69cc313d595c398","Aluno","Januária","Pensionato",0,18,2,3,3,25,19,0,3,1
"799","28/03/2020 12:14:21","df4ee211a008fcb13d2fbbd2c06d17b2","Aluno","Januária","Casa",0,3,1,0,0,3,2,0,0,0
"800","28/03/2020 14:03:16","257e6b12f8380e4893224c65318bde02","Aluno","Januária","Casa",0,3,2,0,0,4,3,1,1,0
"803","28/03/2020 16:55:23","9505b33f7ef31814868cbbf3657ccc2f","Aluno","Montes Claros","Casa",0,1,1,0,1,2,2,0,0,1
"804","28/03/2020 17:37:59","15733570f701dd4abaf6a9b486d5e6f9","Nenhum","Januária","Casa",0,2,2,0,3,3,1,0,1,2
"805","28/03/2020 18:51:29","a86210f5425cf2aad9be782ba4555145","Aluno","Montes Claros","Casa",1,2,1,0,2,2,2,1,0,1
"806","28/03/2020 19:38:40","0819d882580c38ce1064a5339c4f420b","Aluno","Januária","República",0,3,0,0,0,2,3,0,0,0
"807","28/03/2020 19:39:14","a004d623941b57662345be3feb987572","Aluno","Montes Claros","Casa",0,0,2,0,1,3,2,1,1,0
"808","28/03/2020 20:33:01","5e2dd137a7ba2164db8558066d11e812","Aluno","Montes Claros","Casa",0,2,2,0,0,3,2,0,0,2
"809","28/03/2020 20:55:49","58d364dbdfe9751ae5622f80375e7340","Aluno","Januária","Casa",0,3,1,0,0,2,2,0,0,0
"10","26/03/2020 07:03:32","","Professor","Januária","Casa",1,1,0,0,0,3,1,1,0,0
"11","26/03/2020 07:12:57","","Professor","Araçuaí","Casa",2,2,0,0,0,3,2,2,0,0
"15","26/03/2020 08:18:37","","Professor","Montes Claros","Casa",0,0,1,0,1,2,0,1,0,0
"16","26/03/2020 08:25:04","","Professor","Januária","Casa",0,0,0,2,2,3,1,2,0,0
"19","26/03/2020 08:58:04","","Professor","Almenara","Casa",0,1,2,0,1,3,1,1,0,0
"20","26/03/2020 09:21:06","","Professor","Januária","Casa",1,1,2,0,1,2,2,1,1,0
"25","26/03/2020 09:37:30","","Aluno","Januária","Casa",0,1,3,2,0,3,1,1,0,0
"27","26/03/2020 09:37:52","","Aluno","Januária","Casa",1,4,1,1,0,4,5,1,0,0
"28","26/03/2020 09:38:39","","Professor","Januária","Casa",2,2,0,0,0,3,1,1,0,1
"29","26/03/2020 09:39:46","","Aluno","Januária","Casa",0,2,1,0,2,3,3,1,0,0
"33","26/03/2020 09:43:40","","Aluno","Januária","República",0,5,1,0,0,5,4,0,2,0
"38","26/03/2020 09:47:06","","Aluno","Januária","Casa",0,2,2,0,1,3,1,0,1,0
"40","26/03/2020 09:48:09","","Aluno","Januária","Casa",0,2,2,0,0,3,1,0,0,2
"41","26/03/2020 09:49:34","","Aluno","Januária","Casa",1,3,1,0,0,4,3,0,2,0
"48","26/03/2020 09:55:01","","Aluno","Januária","Casa",1,3,0,0,1,3,2,0,2,0
"49","26/03/2020 09:55:05","","Aluno","Januária","Casa",1,5,1,0,1,4,3,0,0,1
"53","26/03/2020 09:57:40","","Aluno","Januária","Casa",0,2,2,0,1,2,2,0,0,1
"67","26/03/2020 10:04:49","","Aluno","Januária","Apartamento",0,2,0,0,0,2,2,0,0,0
"78","26/03/2020 10:11:16","","Professor","Januária","Casa",4,1,1,0,0,3,3,1,0,0
"80","26/03/2020 10:12:44","","Tecnico administrativo","Januária","Casa",2,1,1,0,1,3,1,1,0,0
"85","26/03/2020 10:19:08","","Aluno","Januária","Casa",0,1,1,0,0,2,1,0,1,1
"88","26/03/2020 10:24:12","","Professor","Januária","Casa",0,3,2,0,0,4,4,1,1,0
"93","26/03/2020 10:27:15","","Aluno","Januária","Casa",0,3,0,1,1,3,3,0,0,0
"106","26/03/2020 10:35:54","","Aluno","Januária","Casa",0,3,2,0,0,4,3,1,0,1
"124","26/03/2020 10:58:34","","Aluno","Januária","Casa",0,1,2,0,1,2,1,0,0,2
"126","26/03/2020 11:01:26","","Aluno","Januária","Casa",1,4,0,0,2,3,3,0,0,0
"159","26/03/2020 11:39:58","","Aluno","Januária","Fazenda",2,2,0,0,0,2,2,0,0,0
"167","26/03/2020 11:47:19","","Aluno","Januária","Casa",1,2,0,0,1,3,2,0,0,2
"175","26/03/2020 11:58:06","","Aluno","Januária","Casa",0,1,0,0,0,2,1,0,0,0
"178","26/03/2020 12:01:18","","Aluno","Januária","Casa",0,2,2,1,1,4,2,0,0,2
"186","26/03/2020 12:07:59","","Aluno","Januária","Casa",0,3,1,1,0,3,3,0,0,1
"202","26/03/2020 12:24:50","","Aluno","Januária","Casa",0,1,1,0,0,2,1,0,0,0
"217","26/03/2020 12:57:58","","Aluno","Januária","Casa",0,3,0,0,0,3,1,0,0,1
"223","26/03/2020 13:20:18","","Aluno","Januária","Casa",1,1,2,0,0,2,2,1,0,1
"228","26/03/2020 13:28:34","","Professor","Teófilo Otoni","Casa",0,1,2,0,0,3,1,1,0,1
"234","26/03/2020 13:36:23","","Aluno","Januária","Casa",0,3,1,1,1,4,1,1,3,0
"239","26/03/2020 13:44:15","","Tecnico administrativo","Januária","Casa",1,2,0,0,0,3,0,1,0,0
"241","26/03/2020 13:55:09","","Aluno","Januária","Casa",0,4,1,0,2,3,3,0,0,1
"242","26/03/2020 13:55:10","","Aluno","Januária","Casa",0,3,2,0,0,3,2,0,1,2
"254","26/03/2020 14:16:29","","Aluno","Januária","Casa",0,5,1,0,0,2,5,0,1,1
"259","26/03/2020 14:24:19","","Aluno","Januária","Casa",0,1,0,0,0,2,0,0,1,0
"262","26/03/2020 14:26:09","","Aluno","Januária","Casa",0,1,2,0,3,3,1,1,1,1
"265","26/03/2020 14:27:22","","Aluno","Januária","Casa",0,5,2,0,3,4,3,1,2,1
"266","26/03/2020 14:28:00","","Aluno","Januária","Casa",0,2,0,1,1,2,1,0,0,1
"267","26/03/2020 14:30:06","","Aluno","Januária","Casa",0,2,2,0,1,3,2,0,2,0
"268","26/03/2020 14:31:18","","Aluno","Januária","Casa",0,2,0,0,0,2,1,0,2,0
"274","26/03/2020 14:49:15","","Aluno","Januária","Casa",0,0,0,0,1,1,1,0,1,1
"281","26/03/2020 14:56:45","","Aluno","Januária","Casa",0,1,2,3,2,6,1,0,0,3
"288","26/03/2020 15:04:44","","Aluno","Januária","Casa",5,3,0,2,2,3,3,0,0,0
"310","26/03/2020 15:34:16","","Aluno","Januária","Casa",0,5,1,1,0,4,3,0,4,0
"314","26/03/2020 15:45:16","","Aluno","Teófilo Otoni","Casa",1,4,0,0,0,2,3,0,0,1
"317","26/03/2020 15:49:39","","Aluno","Teófilo Otoni","Apartamento",0,2,1,0,1,4,2,0,1,0
"318","26/03/2020 15:49:55","","Aluno","Januária","Casa",0,2,2,0,2,3,2,1,0,0
"325","26/03/2020 16:06:26","","Aluno","Januária","República",0,3,0,0,1,3,3,0,0,0
"329","26/03/2020 16:08:18","","Aluno","Januária","Apartamento",0,1,0,0,1,1,1,0,0,0
"330","26/03/2020 16:08:27","","Aluno","Januária","República",0,2,0,0,0,1,2,0,0,0
"331","26/03/2020 16:08:27","","Aluno","Januária","Casa, República",3,3,0,0,1,3,3,0,0,0
"335","26/03/2020 16:20:30","","Aluno","Januária","Casa",0,3,2,0,2,3,3,1,1,0
"350","26/03/2020 16:54:36","","Aluno","Januária","Casa",0,0,2,0,1,2,1,0,0,0
"360","26/03/2020 17:03:45","","Aluno","Januária","Casa",1,3,2,1,2,3,4,1,1,0
"362","26/03/2020 17:05:59","","Aluno","Januária","Casa",0,4,0,0,1,3,2,0,3,1
"363","26/03/2020 17:05:55","","Aluno","Januária","Casa",0,2,2,0,0,3,2,1,1,0
"366","26/03/2020 17:09:33","","Aluno","Januária","Casa",1,3,0,0,0,3,2,0,2,1
"368","26/03/2020 17:11:45","","Aluno","Januária","Casa",0,2,0,0,0,3,2,0,1,1
"371","26/03/2020 17:22:26","","Aluno","Januária","Casa",0,2,1,0,0,3,1,0,0,0
"380","26/03/2020 18:00:04","","Aluno","Porteirinha","Casa",0,1,1,0,0,2,1,0,0,1
"381","26/03/2020 18:00:06","","Aluno","Porteirinha","Casa",0,1,1,1,0,3,1,0,0,0
"383","26/03/2020 18:01:43","","Aluno","Porteirinha","Casa",0,3,2,0,1,2,2,1,1,1
"395","26/03/2020 18:07:13","","Aluno","Araçuaí","Casa",0,1,1,0,0,2,1,1,0,0
"396","26/03/2020 18:07:15","","Aluno","Januária","Casa",0,1,1,1,1,4,1,1,0,0
"397","26/03/2020 18:07:23","","Aluno","Porteirinha","Casa",0,1,2,0,1,3,1,0,0,2
"401","26/03/2020 18:12:00","","Aluno","Araçuaí","Casa",0,1,1,1,0,3,1,0,0,1
"414","26/03/2020 18:19:19","","Professor","Salinas","Apartamento",0,0,0,0,0,2,0,1,0,0
"425","26/03/2020 18:25:10","","Aluno","Montes Claros","Casa",0,3,2,0,0,4,1,0,2,1
"426","26/03/2020 18:27:17","","Aluno","Porteirinha","Casa",0,2,0,0,1,3,1,0,0,1
"430","26/03/2020 18:30:16","","Aluno","Porteirinha","Casa",0,0,0,0,0,3,2,0,1,1
"437","26/03/2020 18:33:11","","Professor","Montes Claros","Apartamento",0,2,0,2,2,3,1,1,0,0
"438","26/03/2020 18:33:33","","Aluno","Montes Claros","Casa",0,3,2,0,2,3,4,0,0,3
"442","26/03/2020 18:39:39","","Aluno","Januária","Casa",0,3,1,1,0,3,3,0,0,1
"444","26/03/2020 18:40:59","","Aluno","Araçuaí","Casa",0,2,0,0,0,1,0,0,1,1
"459","26/03/2020 18:53:10","","Tecnico administrativo","Diamantina","Apartamento",0,2,0,0,1,2,0,0,0,0
"460","26/03/2020 18:55:32","","Aluno","Montes Claros","Casa",0,1,2,0,1,3,1,1,0,0
"461","26/03/2020 18:55:47","","Aluno","Montes Claros","Casa",1,1,2,0,0,3,2,1,0,0
"472","26/03/2020 18:57:06","","Aluno","Montes Claros","Casa",1,1,2,0,3,2,2,0,2,2
"473","26/03/2020 18:57:46","","Aluno","Montes Claros","Casa",0,3,2,0,2,3,3,0,1,1
"475","26/03/2020 18:58:18","","Aluno","Montes Claros","Casa",0,2,1,2,3,3,1,0,1,1
"490","26/03/2020 19:00:25","","Aluno","Montes Claros","Casa",1,1,2,0,0,3,2,0,1,0
"494","26/03/2020 19:01:45","","Aluno","Montes Claros","Casa",0,1,0,0,0,2,1,0,0,0
"498","26/03/2020 19:03:00","","Aluno","Montes Claros","Casa",0,1,2,0,0,3,1,0,0,2
"504","26/03/2020 19:04:34","","Aluno","Montes Claros","Apartamento",0,2,1,1,2,2,2,0,1,2
"506","26/03/2020 19:05:01","","Aluno","Montes Claros","Casa",0,2,2,0,0,2,2,0,0,0
"516","26/03/2020 19:07:45","","Aluno","Montes Claros","Casa",0,2,2,0,0,3,2,0,2,0
"521","26/03/2020 19:09:02","","Aluno","Montes Claros","Casa",0,4,1,0,0,3,4,0,1,2
"524","26/03/2020 19:10:13","","Aluno","Montes Claros","Apartamento",0,2,0,0,0,3,2,0,0,0
"538","26/03/2020 19:17:02","","Aluno","Januária","Apartamento",0,2,0,0,0,2,1,0,1,0
"545","26/03/2020 19:19:47","","Aluno","Montes Claros","Casa",0,3,2,1,3,5,3,0,0,1
"548","26/03/2020 19:22:36","","Aluno","Januária","Apartamento",0,3,0,0,0,3,3,0,0,0
"556","26/03/2020 19:27:45","","Tecnico administrativo","Diamantina","Casa",0,1,2,0,0,2,1,1,10,0
"558","26/03/2020 19:29:22","","Aluno","Montes Claros","Apartamento",0,1,0,0,0,1,1,0,0,0
"564","26/03/2020 19:30:24","","Aluno","Montes Claros","Casa",1,3,0,0,1,3,1,0,0,0
"569","26/03/2020 19:31:49","","Aluno","Montes Claros","Casa",1,1,2,0,1,1,2,0,0,2
"576","26/03/2020 19:35:08","","Aluno","Montes Claros","Casa",1,2,1,0,0,4,2,1,0,0
"585","26/03/2020 19:41:23","","Tecnico administrativo","Diamantina","Apartamento",0,1,1,0,0,2,2,0,0,0
"586","26/03/2020 19:41:28","","Aluno","Montes Claros","Casa",1,1,2,0,0,2,2,0,0,0
"590","26/03/2020 19:43:02","","Aluno","Montes Claros","Casa",5,3,2,0,2,4,2,0,2,0
"593","26/03/2020 19:43:24","","Aluno","Januária","Casa",0,2,0,0,0,3,2,0,0,1
"612","26/03/2020 19:52:41","","Aluno","Montes Claros","Casa",2,3,1,0,0,3,4,0,0,1
"618","26/03/2020 19:58:18","","Professor","Diamantina","Casa",0,0,0,1,1,2,0,1,0,0
"622","26/03/2020 19:59:52","","Aluno","Porteirinha","Sítio",0,3,1,0,0,2,3,0,0,1
"623","26/03/2020 20:01:22","","Tecnico administrativo","Diamantina","Apartamento",2,1,0,0,0,2,0,0,0,0
"624","26/03/2020 20:03:56","","Professor","Diamantina","Casa",0,2,2,0,1,5,2,1,0,1
"646","26/03/2020 20:27:44","","Aluno","Montes Claros","Casa",0,3,0,0,0,3,3,0,0,0
"663","26/03/2020 21:01:47","","Tecnico administrativo","Montes Claros","Apartamento",0,0,1,0,1,1,0,0,1,0
"665","26/03/2020 21:04:12","","Aluno","Montes Claros","Casa",0,2,1,1,3,3,2,2,1,1
"667","26/03/2020 21:07:34","","Aluno","Montes Claros","Casa",0,1,1,0,1,4,1,0,0,1
"679","26/03/2020 21:18:55","","Aluno","Januária","República",0,6,0,0,1,3,6,0,0,0
"687","26/03/2020 21:40:19","","Aluno","Januária","Casa",1,3,1,0,0,8,3,2,0,1
"688","26/03/2020 21:42:25","","Aluno","Porteirinha","Casa",0,2,1,0,1,3,1,0,0,1
"689","26/03/2020 21:42:30","","Tecnico administrativo","Diamantina","Apartamento",0,2,0,0,0,2,0,0,0,0
"692","26/03/2020 21:43:00","","Aluno","Montes Claros","Apartamento",0,2,0,0,0,2,2,0,0,0
"701","26/03/2020 22:15:44","","Nenhum","Salinas","Casa",3,2,0,0,0,2,4,0,1,2
"704","26/03/2020 22:28:21","","Aluno","Montes Claros","República",0,4,0,0,3,4,4,3,0,2
"707","26/03/2020 22:31:49","","Aluno","Januária","Casa",0,2,2,0,2,2,2,0,0,2
"709","26/03/2020 22:36:16","","Aluno","Porteirinha","Casa",0,1,0,1,0,3,1,0,0,0
"714","26/03/2020 22:54:04","","Aluno","Januária","República",0,4,0,0,1,2,4,0,0,0
"726","27/03/2020 01:37:15","","Aluno","Januária","Pensionato",0,11,0,0,0,9,11,1,0,0
"727","27/03/2020 02:16:53","","Aluno","Montes Claros","Casa",0,3,1,0,0,3,2,1,0,1
"767","27/03/2020 11:55:51","","Aluno","Januária","Casa",0,2,2,1,1,3,2,1,0,2
"773","27/03/2020 12:54:10","","Aluno","Januária","Casa",0,2,0,0,1,2,1,0,0,0
"780","27/03/2020 14:34:22","","Aluno","Januária","Casa",0,4,1,3,1,5,2,0,0,0
"785","27/03/2020 16:13:34","","Professor","Januária","Casa",1,1,1,0,0,3,1,1,0,0
"795","27/03/2020 23:29:28","","Aluno","Januária","Casa",0,1,0,0,1,2,2,0,0,1
"801","28/03/2020 15:32:30","","Aluno","Januária","Casa",0,2,2,0,1,3,2,0,1,1
"802","28/03/2020 16:10:41","","Aluno","Montes Claros","Apartamento",0,0,0,0,0,1,1,0,0,0
